N,p,k,rho,sep,rep,syn_idx,distribution,success_kmeans,success_hc,diff_sil_km,diff_sil_hc,diff_dist_km,diff_dist_hc,sil_real_km,sil_syn_km,dist_real_km,dist_syn_km
1000,10,2,0.4,2.0,4,2,normal,1,1,0.006751197298356382,0.01055755821645013,-0.007810630905028759,-0.11884755840515782,0.2240406106904087,0.23079180798876509,3.340810816907493,3.3330001860024643
1000,10,2,0.4,2.0,4,3,gamma,1,1,-0.006372033183229903,-0.035065649059525195,-0.059201681934422545,-0.2100051175195059,0.24316504911850115,0.23679301593527124,3.341288750861862,3.2820870689274395
1000,10,2,0.4,2.0,4,3,normal,1,1,0.00991871561579763,-0.006447591180333556,0.04605630930555504,-0.22732339534918333,0.2240406106904087,0.23395932630620633,3.340810816907493,3.386867126213048
1000,10,2,0.4,2.0,4,4,gamma,1,1,0.0032432583064565257,-0.05439983457991521,-0.031946499039082976,-0.4055847167365738,0.24316504911850115,0.24640830742495767,3.341288750861862,3.309342251822779
1000,10,2,0.4,2.0,4,4,normal,1,1,-0.01260545230856433,-0.025606448449617264,-0.13991817178147814,-0.40605001136580476,0.2240406106904087,0.21143515838184437,3.340810816907493,3.200892645126015
1000,10,2,0.4,2.0,4,5,gamma,1,1,0.03549179914370729,0.02015374506781864,0.2304920906091592,0.1424369580889766,0.24316504911850115,0.27865684826220843,3.341288750861862,3.5717808414710213
1000,10,2,0.4,2.0,4,5,normal,1,1,-0.009501445909223222,-0.008920878172505947,-0.0794307691054077,-0.17281895621116883,0.2240406106904087,0.21453916478118548,3.340810816907493,3.2613800478020853
1000,10,2,0.4,2.0,4,6,gamma,1,1,-0.0008414994791647867,0.013773915725383945,-0.01576349677769695,0.09958936160744214,0.24316504911850115,0.24232354963933636,3.341288750861862,3.325525254084165
1000,10,2,0.4,2.0,4,6,normal,1,1,-0.0034734872324075905,-0.008881481737847335,-0.04567812609442434,-0.22942814455629534,0.2240406106904087,0.2205671234580011,3.340810816907493,3.2951326908130687
1000,10,2,0.4,2.0,4,7,gamma,1,1,0.004598706919050122,-0.03489599962432047,-0.01148836505149431,-0.23538094307937873,0.24316504911850115,0.24776375603755127,3.341288750861862,3.3298003858103677
1000,10,2,0.4,2.0,4,7,normal,1,1,-0.024581476305904515,-0.014976202378340436,-0.1960576730787773,-0.1446685220777888,0.2240406106904087,0.1994591343845042,3.340810816907493,3.1447531438287157
1000,10,2,0.4,2.0,4,8,gamma,1,1,-0.005438270663065126,-0.005931457030362436,-0.05005790163064994,0.03300443523053209,0.24316504911850115,0.23772677845543602,3.341288750861862,3.291230849231212
1000,10,2,0.4,2.0,4,8,normal,1,1,-0.0068514645368604465,-0.016632552690409586,-0.10861892465674039,-0.3291169164676542,0.2240406106904087,0.21718914615354826,3.340810816907493,3.2321918922507527
1000,10,2,0.4,2.0,4,9,gamma,1,1,-0.013880156732076626,-0.016362977012275126,-0.12906505559843984,-0.1356768968260127,0.24316504911850115,0.22928489238642452,3.341288750861862,3.212223695263422
1000,10,2,0.4,2.0,4,9,normal,1,1,0.005079873641129468,0.009561260136593919,0.005831469822316748,-0.10897458643940272,0.2240406106904087,0.22912048433153817,3.340810816907493,3.34664228672981
1000,10,2,0.4,2.0,5,10,gamma,1,1,-0.0010869593081809792,-0.01695210841354977,-0.024789353592080676,-0.13972844996947797,0.24948720474992023,0.24840024544173925,3.358639589499138,3.3338502359070574
1000,10,2,0.4,2.0,5,10,normal,1,1,-0.008594164863014703,-0.006654928877513233,-0.08378683051651992,-0.05354022908870304,0.22366244422082512,0.21506827935781042,3.340575103652088,3.256788273135568
1000,10,2,0.4,2.0,5,1,gamma,1,1,-0.012555461913547672,0.017965335189436243,-0.14477828226643563,0.08514251419172236,0.24948720474992023,0.23693174283637256,3.358639589499138,3.2138613072327025
1000,10,2,0.4,2.0,5,1,normal,1,1,-0.007037034453860308,-0.011851660443856965,-0.08013827450068423,-0.11802134988910629,0.22366244422082512,0.21662540976696482,3.340575103652088,3.260436829151404
1000,10,2,0.4,2.0,5,2,gamma,1,1,0.04051065613471658,0.03265614135926942,0.29328918764245104,0.19611977154268256,0.24948720474992023,0.2899978608846368,3.358639589499138,3.651928777141589
1000,10,2,0.4,2.0,5,2,normal,1,1,0.0037952975409039913,0.016786393240208336,0.008354154247786738,0.15178697327603174,0.22366244422082512,0.22745774176172912,3.340575103652088,3.348929257899875
1000,10,2,0.4,2.0,5,3,gamma,1,1,0.0023472363104664884,-0.05562655513855902,-0.04280112697913685,-0.25298712474821006,0.24948720474992023,0.2518344410603867,3.358639589499138,3.3158384625200013
1000,10,2,0.4,2.0,5,3,normal,1,1,0.0021241192195692593,0.00915585941643976,-0.007543948129228539,0.09085880231227783,0.22366244422082512,0.22578656344039438,3.340575103652088,3.3330311555228596
1000,10,2,0.4,2.0,5,4,gamma,1,1,-0.014698446889542027,-0.02366923851311281,-0.09309974819204392,-0.14939812325815005,0.24948720474992023,0.2347887578603782,3.358639589499138,3.265539841307094
1000,10,2,0.4,2.0,5,4,normal,1,1,0.011064270414752442,-0.006843368507753328,0.11490451781720701,0.08161775730768861,0.22366244422082512,0.23472671463557757,3.340575103652088,3.455479621469295
1000,10,2,0.4,2.0,5,5,gamma,1,1,-0.014093927754051244,-0.052631924008672615,-0.12531835725455132,-0.17249502387729176,0.24948720474992023,0.23539327699586898,3.358639589499138,3.233321232244587
1000,10,2,0.4,2.0,5,5,normal,1,1,-0.010527725654687542,-0.01333188805254315,-0.062239352941346304,0.05196319068652455,0.22366244422082512,0.21313471856613758,3.340575103652088,3.278335750710742
1000,10,2,0.4,2.0,5,6,gamma,1,1,0.043630586260083176,0.10090495941242011,0.3308848535954749,0.8366133812773415,0.24948720474992023,0.2931177910100034,3.358639589499138,3.689524443094613
1000,10,2,0.4,2.0,5,6,normal,1,1,-0.020589856309321336,-0.0223543808175381,-0.2087182512948056,-0.1829806640287912,0.22366244422082512,0.2030725879115038,3.340575103652088,3.1318568523572825
1000,10,2,0.4,2.0,5,7,gamma,1,1,0.006596488117017213,0.10580660818978882,-0.026049552638562012,0.927377132396872,0.24948720474992023,0.25608369286693744,3.358639589499138,3.332590036860576
1000,10,2,0.4,2.0,5,7,normal,1,1,0.0007515188341902235,-0.005262821883178337,-0.0062895895778503075,-0.026892727934903604,0.22366244422082512,0.22441396305501535,3.340575103652088,3.334285514074238
1000,10,2,0.4,2.0,5,8,gamma,1,1,0.004866346129236282,0.04172729218978877,-0.027282810653070033,0.14052281507568587,0.24948720474992023,0.2543535508791565,3.358639589499138,3.331356778846068
1000,10,2,0.4,2.0,5,8,normal,1,1,-0.004033923268186884,-0.010116843491480232,-0.05526553275335333,-0.11055331157148407,0.22366244422082512,0.21962852095263824,3.340575103652088,3.2853095708987348
1000,10,2,0.4,2.0,5,9,gamma,1,1,0.010640607919355255,-0.019012223348640972,0.04506441551275975,-0.17045897033698143,0.24948720474992023,0.2601278126692755,3.358639589499138,3.403704005011898
1000,10,2,0.4,2.0,5,9,normal,1,1,-0.006842363154674264,0.003753894519376938,-0.07707653716411356,0.18171223330568287,0.22366244422082512,0.21682008106615086,3.340575103652088,3.2634985664879745
1000,10,2,0.4,6.0,1,10,gamma,1,1,-0.018175115910877337,-0.011084318473788157,-0.059060246683154904,0.03137021977176113,0.3111993254801449,0.29302420956926756,3.524052143673491,3.464991896990336
1000,10,2,0.4,6.0,1,10,normal,1,1,-0.009328038669808358,-0.010850380081971811,-0.021834620262362492,-0.028573579142130878,0.29005739812801223,0.2807293594582039,3.464259652652308,3.4424250323899455
1000,10,2,0.4,6.0,1,1,gamma,1,1,-0.007079657083354174,-0.0002050756777999263,-0.01988496749687929,0.06721397489294789,0.3111993254801449,0.3041196683967907,3.524052143673491,3.5041671761766118
1000,10,2,0.4,6.0,1,1,normal,1,1,-0.0093182864938946,-0.009072367076025545,-0.04497274944031382,-0.04572901634182003,0.29005739812801223,0.28073911163411763,3.464259652652308,3.419286903211994
1000,10,2,0.4,6.0,1,2,gamma,1,0,-0.01793000319406257,-0.07347152055696618,-0.06281873637912128,-0.19157668023547014,0.3111993254801449,0.2932693222860823,3.524052143673491,3.46123340729437
1000,10,2,0.4,6.0,1,2,normal,1,1,-0.016711656309594924,-0.017256637489101834,-0.08702448306782395,-0.09113641216129587,0.29005739812801223,0.2733457418184173,3.464259652652308,3.377235169584484
1000,10,2,0.4,6.0,1,3,gamma,1,1,-0.007306072121111895,-0.011522016624580078,-0.03044775419307655,-0.029632626350778235,0.3111993254801449,0.303893253359033,3.524052143673491,3.4936043894804145
1000,10,2,0.4,6.0,1,3,normal,1,1,-0.011590516198182965,-0.05234521951954532,-0.04796057355939709,-0.3592759346530032,0.29005739812801223,0.27846688192982927,3.464259652652308,3.416299079092911
1000,10,2,0.4,6.0,1,4,gamma,0,0,-0.007420054152374844,0.0033250327715028116,-0.044462053300621474,0.0704285203518542,0.3111993254801449,0.30377927132777005,3.524052143673491,3.4795900903728696
1000,10,2,0.4,6.0,1,4,normal,1,1,-0.0025337812279527805,-0.0030487796144528234,0.0082255312506323,0.003550721644624222,0.29005739812801223,0.28752361690005945,3.464259652652308,3.4724851839029403
1000,10,2,0.4,6.0,1,5,gamma,1,1,-0.000814910203837893,0.009941065876106214,0.028105755310592784,0.14900211706894817,0.3111993254801449,0.310384415276307,3.524052143673491,3.552157898984084
1000,10,2,0.4,6.0,1,5,normal,1,1,-0.011720559810501519,-0.014000090187746339,-0.04590300189739782,-0.05889147721120036,0.29005739812801223,0.2783368383175107,3.464259652652308,3.41835665075491
1000,10,2,0.4,6.0,1,6,gamma,1,0,-0.01439491210350502,-0.05617143133794164,-0.07116662556333786,-0.34994723127883054,0.3111993254801449,0.2968044133766399,3.524052143673491,3.452885518110153
1000,10,2,0.4,6.0,1,6,normal,1,1,-0.017693273770010953,-0.0202476779315377,-0.08743608223014121,-0.10974215371064044,0.29005739812801223,0.2723641243580013,3.464259652652308,3.3768235704221667
1000,10,2,0.4,6.0,1,7,gamma,0,0,-0.01822969817748582,-0.04222921415775527,-0.1465951668512706,-0.26277836295897217,0.3111993254801449,0.2929696273026591,3.524052143673491,3.3774569768222205
1000,10,2,0.4,6.0,1,7,normal,1,1,-0.022206335426440627,-0.02355610399456215,-0.13972722735730247,-0.15046349426687922,0.29005739812801223,0.2678510627015716,3.464259652652308,3.3245324252950055
1000,10,2,0.4,6.0,1,8,gamma,1,1,-0.024182228980976883,-0.015143568557078768,-0.09335243683009997,0.01042807223481601,0.3111993254801449,0.287017096499168,3.524052143673491,3.430699706843391
1000,10,2,0.4,6.0,1,8,normal,1,1,0.007091228755130241,0.005337021998601366,0.09258403561574813,0.08286991962040569,0.29005739812801223,0.2971486268831425,3.464259652652308,3.556843688268056
1000,10,2,0.4,6.0,1,9,gamma,1,1,-0.006042064922885948,0.0019663462304103096,-0.04798012741213187,0.05305396566157672,0.3111993254801449,0.30515726055725895,3.524052143673491,3.476072016261359
1000,10,2,0.4,6.0,1,9,normal,1,1,-0.01247737567404128,-0.012773170065874084,-0.06640731139149647,-0.06739862851759737,0.29005739812801223,0.27758002245397095,3.464259652652308,3.3978523412608115
1000,10,2,0.4,6.0,2,10,gamma,1,1,-0.03518543706224875,-0.0700490244902699,-0.18893556607970563,-0.3681049388615061,0.35543049029041973,0.320245053228171,3.8515296706636906,3.662594104583985
1000,10,2,0.4,6.0,2,10,normal,1,1,-0.006021422238107754,-0.008959105879516205,-0.0014087253495871366,-0.01637466062217907,0.3616823126823172,0.35566089044420945,3.9750193843291104,3.9736106589795233
1000,10,2,0.4,6.0,2,1,gamma,0,1,-0.01847514432990144,-0.02198780941624534,-0.12401467879662453,-0.14625224906593992,0.35543049029041973,0.3369553459605183,3.8515296706636906,3.727514991867066
1000,10,2,0.4,6.0,2,1,normal,1,1,-0.01821473699997539,-0.019404640276203644,-0.07689420512892697,-0.08476818366818417,0.3616823126823172,0.3434675756823418,3.9750193843291104,3.8981251792001834
1000,10,2,0.4,6.0,2,2,gamma,1,1,-0.02049781155674263,-0.034283476876648344,-0.10269492282518611,-0.1987535338925852,0.35543049029041973,0.3349326787336771,3.8515296706636906,3.7488347478385045
1000,10,2,0.4,6.0,2,2,normal,1,1,-0.019676946568414955,-0.020881058453130374,-0.08610639381071516,-0.09410755235739998,0.3616823126823172,0.34200536611390225,3.9750193843291104,3.8889129905183952
1000,10,2,0.4,6.0,2,3,gamma,1,1,-0.016878970887607814,-0.0394256184952978,-0.06240065776896753,-0.20345991969067478,0.35543049029041973,0.3385515194028119,3.8515296706636906,3.789129012894723
1000,10,2,0.4,6.0,2,3,normal,1,1,-0.016807028344805908,-0.017346162396016607,-0.10013108343936006,-0.10393644237479505,0.3616823126823172,0.3448752843375113,3.9750193843291104,3.8748883008897503
1000,10,2,0.4,6.0,2,4,gamma,1,1,-0.028935218567598342,-0.06664500981015964,-0.14389107839756532,-0.4169159982258064,0.35543049029041973,0.3264952717228214,3.8515296706636906,3.7076385922661252
1000,10,2,0.4,6.0,2,4,normal,1,1,-0.016269658448198276,-0.01739070655633501,-0.10018963788408097,-0.10649397043620334,0.3616823126823172,0.34541265423411893,3.9750193843291104,3.8748297464450294
1000,10,2,0.4,6.0,2,5,gamma,0,1,-0.013673385188507026,-0.016362962955648264,-0.09143767862608065,-0.1140288459176313,0.35543049029041973,0.3417571051019127,3.8515296706636906,3.76009199203761
1000,10,2,0.4,6.0,2,5,normal,1,1,-0.023231581656702527,-0.02520824333206262,-0.11252855296834863,-0.12247050339610066,0.3616823126823172,0.3384507310256147,3.9750193843291104,3.8624908313607618
1000,10,2,0.4,6.0,2,6,gamma,1,1,-0.025790268984853593,-0.03817747119327347,-0.13251944223333956,-0.22196181340705,0.35543049029041973,0.32964022130556614,3.8515296706636906,3.719010228430351
1000,10,2,0.4,6.0,2,6,normal,1,1,-0.01808556715850612,-0.024602749973694216,-0.08847118758707762,-0.13323510157190688,0.3616823126823172,0.3435967455238111,3.9750193843291104,3.886548196742033
1000,10,2,0.4,6.0,2,7,gamma,1,1,-0.005861439560647719,-0.009831810178136835,0.01697731523267887,-0.0040483683738878895,0.35543049029041973,0.349569050729772,3.8515296706636906,3.8685069858963694
1000,10,2,0.4,6.0,2,7,normal,1,1,-0.0144819670944486,-0.018838637600782693,-0.07574105983492263,-0.09899165402338417,0.3616823126823172,0.3472003455878686,3.9750193843291104,3.8992783244941878
1000,10,2,0.4,6.0,2,8,gamma,1,1,0.009748484962926796,0.00278535137250413,0.10817249029326614,0.07243899940423093,0.35543049029041973,0.3651789752533465,3.8515296706636906,3.9597021609569567
1000,10,2,0.4,6.0,2,8,normal,1,1,-0.009865947680065712,-0.01803608133695933,-0.028107676237072443,-0.07086420386518943,0.3616823126823172,0.3518163650022515,3.9750193843291104,3.946911708092038
1000,10,2,0.4,6.0,2,9,gamma,1,1,-0.016121158436263106,-0.04534965344940689,-0.09561616920909133,-0.35301434755702266,0.35543049029041973,0.3393093318541566,3.8515296706636906,3.7559135014545992
1000,10,2,0.4,6.0,2,9,normal,1,1,-0.007388805222907524,-0.008984238749122908,-0.030000079502912502,-0.04062373874456027,0.3616823126823172,0.3542935074594097,3.9750193843291104,3.945019304826198
1000,10,2,0.4,6.0,3,10,gamma,1,1,-0.022810482904977836,-0.03356629499418978,-0.12837018404260414,-0.20400600410715874,0.34983855040063083,0.327028067495653,3.863430253939697,3.735060069897093
1000,10,2,0.4,6.0,3,10,normal,1,1,-0.01005527282237656,-0.0223481187065534,-0.029066738293592298,-0.12732797430657783,0.3003894323518193,0.29033415952944275,3.7096283493575366,3.6805616110639443
1000,10,2,0.4,6.0,3,1,gamma,1,1,-0.007224738179465673,-0.012220233830567195,-0.04079686492677714,-0.09660059337966631,0.34983855040063083,0.34261381222116516,3.863430253939697,3.82263338901292
1000,10,2,0.4,6.0,3,1,normal,1,1,0.01293638682334497,0.006021373689762466,0.0974964093653532,0.11972205744174547,0.3003894323518193,0.3133258191751643,3.7096283493575366,3.80712475872289
1000,10,2,0.4,6.0,3,2,gamma,1,1,0.00022808004938656978,-0.00358604509314453,0.021218285889054833,-0.024240031679070295,0.34983855040063083,0.3500666304500174,3.863430253939697,3.884648539828752
1000,10,2,0.4,6.0,3,2,normal,1,1,0.0053998592962385406,-0.004472355603736933,0.056774081516479225,0.03161972158290416,0.3003894323518193,0.30578929164805785,3.7096283493575366,3.766402430874016
1000,10,2,0.4,6.0,3,3,gamma,1,1,-0.016936300584899477,-0.02880122226555204,-0.07251682509265311,-0.14617544287698303,0.34983855040063083,0.33290224981573135,3.863430253939697,3.790913428847044
1000,10,2,0.4,6.0,3,3,normal,1,1,0.002630487527207792,-0.008464867672062282,0.018471175730248035,-0.0015003278857066427,0.3003894323518193,0.3030199198790271,3.7096283493575366,3.7280995250877846
1000,10,2,0.4,6.0,3,4,gamma,1,1,-0.03771039565777262,-0.04229249719058481,-0.2135407311846671,-0.26404518643007036,0.34983855040063083,0.3121281547428582,3.863430253939697,3.64988952275503
1000,10,2,0.4,6.0,3,4,normal,1,1,0.0029469882374123513,-0.0065452674314877,0.029103454894447545,0.00781682433132147,0.3003894323518193,0.30333642058923166,3.7096283493575366,3.738731804251984
1000,10,2,0.4,6.0,3,5,gamma,1,1,-0.041031487673653444,-0.047851353632981375,-0.2128699438520023,-0.2857549922602929,0.34983855040063083,0.3088070627269774,3.863430253939697,3.6505603100876947
1000,10,2,0.4,6.0,3,5,normal,1,1,0.005612818282161147,-0.0007860109842314777,0.0469118916217095,0.04713897398262912,0.3003894323518193,0.30600225063398045,3.7096283493575366,3.756540240979246
1000,10,2,0.4,6.0,3,6,gamma,1,1,-0.006551414756971241,-0.00850644788260213,-0.01065783402333631,-0.0281614050871708,0.34983855040063083,0.3432871356436596,3.863430253939697,3.8527724199163607
1000,10,2,0.4,6.0,3,6,normal,1,1,0.0022824725630337106,-0.002379638764711811,-0.0035290523636217763,0.02852086927566644,0.3003894323518193,0.302671904914853,3.7096283493575366,3.706099296993915
1000,10,2,0.4,6.0,3,7,gamma,1,1,-0.02180006686183439,-0.022950203240424683,-0.1337973418509817,-0.1546498867121029,0.34983855040063083,0.32803848353879644,3.863430253939697,3.7296329120887153
1000,10,2,0.4,6.0,3,7,normal,1,1,0.006066965034278837,-0.011395700491951988,0.0460562521221517,-0.0216060252162662,0.3003894323518193,0.30645639738609814,3.7096283493575366,3.7556846014796883
1000,10,2,0.4,6.0,3,8,gamma,1,1,-0.014444584999977028,-0.016422695104017504,-0.03955023902948307,-0.06341095896295146,0.34983855040063083,0.3353939654006538,3.863430253939697,3.823880014910214
1000,10,2,0.4,6.0,3,8,normal,1,1,3.5390510482458115e-05,-0.010642993223894393,-0.005679208258345891,-0.007753637033735661,0.3003894323518193,0.30042482286230177,3.7096283493575366,3.7039491410991907
1000,10,2,0.4,6.0,3,9,gamma,1,1,-0.019291549504037275,-0.0316328880926649,-0.10472729687809057,-0.18952162056111233,0.34983855040063083,0.33054700089659356,3.863430253939697,3.7587029570616064
1000,10,2,0.4,6.0,3,9,normal,1,1,-0.008888458223110629,-0.013275050151008272,-0.0140135835895423,-0.054892882565229506,0.3003894323518193,0.2915009741287087,3.7096283493575366,3.6956147657679943
1000,10,2,0.4,6.0,4,10,gamma,1,1,-0.012290740516729126,-0.02125600357081181,-0.03813891905178135,-0.10948423978577004,0.38309826848735806,0.37080752797062894,4.072631212776827,4.034492293725045
1000,10,2,0.4,6.0,4,10,normal,1,1,-0.009453991845667975,-0.008232611143489776,-0.05469140422493268,-0.04664546260990665,0.2752356727123722,0.26578168086670423,3.4213485052995427,3.36665710107461
1000,10,2,0.4,6.0,4,1,gamma,1,1,-0.028696183928814123,-0.03062224029788807,-0.179903561120498,-0.1874950057217064,0.38309826848735806,0.35440208455854394,4.072631212776827,3.8927276516563287
1000,10,2,0.4,6.0,4,1,normal,1,1,-0.01045951295481129,-0.01124046405269491,-0.06030092870014192,-0.06778681589225366,0.2752356727123722,0.2647761597575609,3.4213485052995427,3.361047576599401
1000,10,2,0.4,6.0,4,2,gamma,1,1,-0.011744134014790797,-0.013076161616761173,-0.041396906275992684,-0.058159794464824444,0.38309826848735806,0.37135413447256727,4.072631212776827,4.031234306500834
1000,10,2,0.4,6.0,4,2,normal,1,1,-0.01123745188784131,-0.013127955270371583,-0.07806204774701575,-0.08704200546465524,0.2752356727123722,0.2639982208245309,3.4213485052995427,3.343286457552527
1000,10,2,0.4,6.0,4,3,gamma,1,0,-0.01972335784384127,-0.06957883933052555,-0.08575173775623446,-0.19540576061333903,0.38309826848735806,0.3633749106435168,4.072631212776827,3.9868794750205923
1000,10,2,0.4,6.0,4,3,normal,1,1,-0.021070095159631874,-0.02054281389448709,-0.10162968258918292,-0.11475529145178998,0.2752356727123722,0.25416557755274033,3.4213485052995427,3.31971882271036
1000,10,2,0.4,6.0,4,4,gamma,1,1,-0.025062891963425427,-0.0303773776981614,-0.1347537550185498,-0.16468978232926146,0.38309826848735806,0.35803537652393264,4.072631212776827,3.937877457758277
1000,10,2,0.4,6.0,4,4,normal,1,1,-0.006740375621734629,-0.005549048777712562,-0.04437558986978951,-0.03742763778661251,0.2752356727123722,0.2684952970906376,3.4213485052995427,3.376972915429753
1000,10,2,0.4,6.0,4,5,gamma,1,1,-0.02075704124449146,-0.024809016214271673,-0.0782716000589585,-0.0910581162137003,0.38309826848735806,0.3623412272428666,4.072631212776827,3.994359612717868
1000,10,2,0.4,6.0,4,5,normal,1,1,-0.0012903764714845,0.0001403387686025881,0.016542242404447016,0.024580948919581846,0.2752356727123722,0.2739452962408877,3.4213485052995427,3.4378907477039897
1000,10,2,0.4,6.0,4,6,gamma,1,1,-0.020097849276533186,-0.02488686383879124,-0.05172621091730001,-0.09109301775299095,0.38309826848735806,0.3630004192108249,4.072631212776827,4.020905001859527
1000,10,2,0.4,6.0,4,6,normal,1,1,-0.010901142954384546,-0.012786267726408174,-0.0514424201074255,-0.0640000356167465,0.2752356727123722,0.26433452975798766,3.4213485052995427,3.369906085192117
1000,10,2,0.4,6.0,4,7,gamma,1,1,-0.013032996768280347,-0.01609440665258094,-0.012206284909696663,-0.03885900412054699,0.38309826848735806,0.3700652717190777,4.072631212776827,4.06042492786713
1000,10,2,0.4,6.0,4,7,normal,1,1,-0.005835302670547715,-0.0067510662237837415,-0.008107526245594077,-0.019113869519162385,0.2752356727123722,0.2694003700418245,3.4213485052995427,3.4132409790539486
1000,10,2,0.4,6.0,4,8,gamma,1,1,-0.02735417319162614,-0.06457133770208556,-0.10223657464150682,-0.17512874611558216,0.38309826848735806,0.3557440952957319,4.072631212776827,3.97039463813532
1000,10,2,0.4,6.0,4,8,normal,1,1,-0.017650925259636074,-0.020517645380422722,-0.12314432487957028,-0.13570363861800372,0.2752356727123722,0.25758474745273613,3.4213485052995427,3.2982041804199724
1000,10,2,0.4,6.0,4,9,gamma,1,1,-0.015048978484190456,-0.017404698718847367,-0.034681721373947205,-0.05916008816089757,0.38309826848735806,0.3680492900031676,4.072631212776827,4.0379494914028795
1000,10,2,0.4,6.0,4,9,normal,1,1,-0.00900052314380162,-0.00984185114860242,-0.02425600264563821,-0.043262043063969635,0.2752356727123722,0.2662351495685706,3.4213485052995427,3.3970925026539045
1000,10,2,0.4,6.0,5,10,gamma,1,1,-0.020328963976304737,-0.023158384453413616,-0.08249765115000418,-0.1268283743890457,0.3304707583510858,0.31014179437478107,3.709353938107828,3.626856286957824
1000,10,2,0.4,6.0,5,10,normal,1,1,-0.017243437507463044,-0.021401367884698597,-0.08117157411007092,-0.10308603810545414,0.32242081306145426,0.3051773755539912,3.7251908442964967,3.644019270186426
1000,10,2,0.4,6.0,5,1,gamma,1,1,0.003082299765563068,0.003117798118952242,0.028326162645428532,0.02507794379200945,0.3304707583510858,0.33355305811664887,3.709353938107828,3.7376801007532565
1000,10,2,0.4,6.0,5,1,normal,1,1,0.0012809272450402531,-0.001089601727282563,0.039072305696377985,0.02425864867937566,0.32242081306145426,0.3237017403064945,3.7251908442964967,3.7642631499928747
1000,10,2,0.4,6.0,5,2,gamma,1,1,-3.6356556700201104e-06,-0.004526276715104638,0.022272911202721346,-0.030610672367382907,0.3304707583510858,0.3304671226954158,3.709353938107828,3.7316268493105493
1000,10,2,0.4,6.0,5,2,normal,1,1,-0.011839637601102793,-0.017878645523400183,-0.069719737626873,-0.12297743772985203,0.32242081306145426,0.31058117546035147,3.7251908442964967,3.6554711066696237
1000,10,2,0.4,6.0,5,3,gamma,1,1,-0.0011457253349159147,-0.0012978597894001687,0.02428273066931874,0.026335534367234015,0.3304707583510858,0.3293250330161699,3.709353938107828,3.7336366687771467
1000,10,2,0.4,6.0,5,3,normal,1,1,-0.015893464409353464,-0.020284591723033762,-0.06535381266902762,-0.09411054063929658,0.32242081306145426,0.3065273486521008,3.7251908442964967,3.659837031627469
1000,10,2,0.4,6.0,5,4,gamma,1,1,-0.0025312525562975474,-0.0025073989994309764,0.021278201509671302,0.00022057136926445509,0.3304707583510858,0.32793950579478826,3.709353938107828,3.7306321396174993
1000,10,2,0.4,6.0,5,4,normal,1,1,-0.012304285201496401,-0.013687377244998133,-0.05750438344286257,-0.07027286730652405,0.32242081306145426,0.31011652785995786,3.7251908442964967,3.667686460853634
1000,10,2,0.4,6.0,5,5,gamma,1,1,-0.020678982068800755,-0.02127890178768882,-0.11692391830188686,-0.12861500869603626,0.3304707583510858,0.30979177628228505,3.709353938107828,3.592430019805941
1000,10,2,0.4,6.0,5,5,normal,1,1,-0.005191684579208544,-0.008006031042333717,0.0007928748735728242,-0.01406414866045802,0.32242081306145426,0.3172291284822457,3.7251908442964967,3.7259837191700695
1000,10,2,0.4,6.0,5,6,gamma,1,1,-0.023836938740668723,-0.024096533662383735,-0.11508275780349697,-0.12071463342522248,0.3304707583510858,0.3066338196104171,3.709353938107828,3.594271180304331
1000,10,2,0.4,6.0,5,6,normal,1,1,-0.00816739532597266,-0.009744625456802769,-0.03170568232463289,-0.037585964333267,0.32242081306145426,0.3142534177354816,3.7251908442964967,3.693485161971864
1000,10,2,0.4,6.0,5,7,gamma,1,1,-0.005677880691379977,-0.01074915164091178,0.02264233824094708,-0.0037146000168006843,0.3304707583510858,0.3247928776597058,3.709353938107828,3.731996276348775
1000,10,2,0.4,6.0,5,7,normal,1,1,-0.015061197259251313,-0.019253583345067438,-0.059635778102019366,-0.09712238926939065,0.32242081306145426,0.30735961580220295,3.7251908442964967,3.6655550661944774
1000,10,2,0.4,6.0,5,8,gamma,1,1,-0.009003505546726742,-0.010620076300295267,-0.013410563355265026,-0.01446428368852093,0.3304707583510858,0.32146725280435906,3.709353938107828,3.695943374752563
1000,10,2,0.4,6.0,5,8,normal,1,1,-0.015790407283039543,-0.017421596201069978,-0.05294688469576503,-0.07686139834506545,0.32242081306145426,0.3066304057784147,3.7251908442964967,3.6722439596007317
1000,10,2,0.4,6.0,5,9,gamma,1,1,-0.00393193302480499,-0.004234933419989373,0.04255130788718953,0.014776123472896252,0.3304707583510858,0.3265388253262808,3.709353938107828,3.7519052459950175
1000,10,2,0.4,6.0,5,9,normal,1,1,0.0023821905546136946,0.0002582660084013422,0.028716942740486306,0.015534805201911972,0.32242081306145426,0.32480300361606795,3.7251908442964967,3.753907787036983
1000,10,2,0.0,0.1,1,10,gamma,0,0,0.014831767215842562,0.022920450577763693,0.11612309044917302,-0.4622063190290193,0.11155967049856799,0.12639143771441055,1.7981310709744878,1.9142541614236608
1000,10,2,0.0,0.1,1,10,normal,1,1,0.00975384576852624,0.012754311192467033,0.11587643750938348,-0.06883192438454455,0.07502247230810276,0.084776318076629,1.7449205211255392,1.8607969586349227
1000,10,2,0.0,0.1,1,1,gamma,0,1,-0.00778796252422681,0.0778426441842111,0.09224479719608891,0.21156618506526703,0.11155967049856799,0.10377170797434118,1.7981310709744878,1.8903758681705767
