method,N,p,k,rho,sep,distribution,rep,syn_idx,success_kmeans,success_hc,diff_sil_km,diff_sil_hc,diff_dist_km,diff_dist_hc,sil_real_km,sil_syn_km,sil_real_hc,sil_syn_hc,dist_real_km,dist_syn_km,dist_real_hc,dist_syn_hc
cart,1000,10,4,0.0,6.0,gamma,1,57,1,1,-0.022543748365455807,-0.03045894567138535,0.033980614759079986,0.037686127731773045,0.3418223445109952,0.3192785961455394,0.3297611715845907,0.2993022259132053,1.9992871972650759,2.033267812024156,2.015975800269608,2.053661928001381
cart,1000,10,4,0.0,6.0,gamma,2,57,1,1,-0.011209437959221413,-0.014167267709972176,0.02428364837893593,0.032112554545398186,0.3150616701589189,0.3038522321996975,0.3110129811398945,0.29684571342992233,2.1049713666239205,2.1292550150028564,2.110084606822403,2.1421971613678013
cart,1000,10,4,0.0,6.0,gamma,3,57,0,0,-0.019983014582474923,-0.031062133585044338,0.05872966022311976,0.06922043512847242,0.35807210167248993,0.338089087090015,0.35538166043478087,0.32431952684973653,1.7574691756188132,1.816198835841933,1.7692321518051086,1.838452586933581
cart,1000,10,4,0.0,6.0,gamma,4,57,0,0,-0.006383752643276175,-0.008286213098780304,0.020670873347186536,0.01715415402718623,0.26127434461756277,0.2548905919742866,0.24679105362427498,0.23850484052549467,2.075320688881242,2.0959915622284284,2.118206371222576,2.1353605252497623
cart,1000,10,4,0.0,6.0,gamma,5,57,0,0,-0.0026085801424823307,-0.006475732190436956,0.008000839586252972,0.01705691523426478,0.33235188733573967,0.32974330719325734,0.3274960387454679,0.32102030655503094,1.888540052278405,1.896540891864658,1.8924926699259619,1.9095495851602267
cart,1000,2,2,0.4,6.0,gamma,1,66,1,1,0.024123457923836966,0.02385649078100971,-0.03450034079524111,-0.033651699220214826,0.6604919759617146,0.6846154338855516,0.6522570431951699,0.6761135339761796,0.5892868305307382,0.554786489735497,0.585342679043646,0.5516909798234312
cart,1000,2,2,0.4,6.0,gamma,2,66,1,1,-0.004898789187676611,-0.007085438129867505,0.01612343173118208,0.021332910472333322,0.7237859515326588,0.7188871623449822,0.7182333120329044,0.7111478739030369,0.49242314752000976,0.5085465792511918,0.49863832354095317,0.5199712340132865
cart,1000,2,2,0.4,6.0,gamma,3,66,1,1,0.0028407911754930737,0.002180456102572337,0.001068041331799996,0.0005430725601204833,0.725105478129341,0.7279462693048341,0.7229370516074946,0.7251175077100669,0.4953942108163572,0.4964622521481572,0.4992578444536472,0.49980091701376766
cart,1000,2,2,0.4,6.0,gamma,4,66,1,1,0.0017058391628507197,0.01425199641403696,0.0001043620917944299,0.01917875863164209,0.6778619133595185,0.6795677525223692,0.6585527779169765,0.6728047743310135,0.5638192021951702,0.5639235642869647,0.5576727578033287,0.5768515164349708
cart,1000,2,2,0.4,6.0,gamma,5,66,1,1,0.009977379424879085,0.012946943412085021,-0.008714519873720739,-0.011533003745804127,0.7243567930675782,0.7343341724924572,0.7210740516112615,0.7340209950233465,0.4990182960365249,0.4903037761628042,0.5031013901650303,0.4915683864192262
cart,1000,2,2,0.4,0.1,gamma,1,79,1,0,0.04986836314374793,0.06456105416940511,0.06685999157399802,0.027217691528845567,0.4793367179518068,0.5292050810955548,0.44649961015894063,0.5110606643283457,1.0074964327960796,1.0743564243700776,1.030884589611276,1.0581022811401215
cart,1000,2,2,0.4,0.1,gamma,2,79,0,1,-0.02427430246067136,0.04822043598030362,0.0012213948240504813,0.08370509646857016,0.44316706607514617,0.4188927636144748,0.4355237799243371,0.48374421590464073,0.9725892097381221,0.9738106045621726,1.029752013150433,1.1134571096190031
cart,1000,2,2,0.4,0.1,gamma,3,79,1,1,0.017136931782575804,0.07185407077082323,-0.059725237372479034,0.0546826167746961,0.483259525308426,0.5003964570910018,0.428789041753961,0.5006431125247842,0.9959579640722147,0.9362327266997357,0.932981702733436,0.987664319508132
cart,1000,2,2,0.4,0.1,gamma,4,79,1,1,0.0066189850174097065,-0.0010032610776850026,-0.022293648695661528,0.12337388145411576,0.4933040248192002,0.4999230098366099,0.47386500901176987,0.47286174793408486,0.9897633262882829,0.9674696775926214,0.9752995770034422,1.098673458457558
cart,1000,2,2,0.4,0.1,gamma,5,79,0,0,-0.020463795966094822,-0.07243783208297883,0.010274700242371426,-0.08201643680771409,0.43909409188850573,0.4186302959224109,0.4405371055730914,0.36809927349011257,0.9454606658355761,0.9557353660779475,0.9645056819758471,0.882489245168133
cart,1000,2,3,0.4,10.0,gamma,1,31,1,1,0.004706994335294645,0.004706994335294645,-0.005388504730787974,-0.00538850473078803,0.8227354958276567,0.8274424901629513,0.8227354958276567,0.8274424901629513,0.20796651144333,0.20257800671254203,0.20796651144333003,0.202578006712542
cart,1000,2,3,0.4,10.0,gamma,2,31,1,1,0.009279661113666404,0.009279661113666404,-0.01390379832792149,-0.01390379832792149,0.8323375976609328,0.8416172587745993,0.8323375976609328,0.8416172587745993,0.218891677745732,0.20498787941781052,0.218891677745732,0.20498787941781052
cart,1000,2,3,0.4,10.0,gamma,3,31,1,1,0.005098904568769935,0.004990821459450179,-0.00924335020601727,-0.009050011286164422,0.8318387027714348,0.8369376073402047,0.8318387027714348,0.836829524230885,0.21866782145910743,0.20942447125309016,0.21866782145910743,0.209617810172943
cart,1000,2,3,0.4,10.0,gamma,4,31,1,1,0.01718565502086733,0.01780691890813746,-0.01585371357216725,-0.01636183686024012,0.7734552191809917,0.790640874201859,0.7728339552937216,0.790640874201859,0.2762215992823877,0.26036788571022046,0.2767297225704605,0.2603678857102204
cart,1000,2,3,0.4,10.0,gamma,5,31,1,1,-0.019309067851605577,-0.020054373021958782,0.028027245840232418,0.026776696431574876,0.7107282713753014,0.6914192035236958,0.7057502858347653,0.6856959128128065,0.3774456926434763,0.40547293848370874,0.3864858074478404,0.41326250387941527
cart,1000,2,2,0.0,10.0,gamma,1,6,1,1,0.00031520372443571976,0.0019802117655871587,-0.009006889575259303,-0.008229635457535744,0.6459365280985588,0.6462517318229946,0.6443555621400112,0.6463357739055984,0.635226896122671,0.6262200065474117,0.6407901527445528,0.632560517287017
cart,1000,2,2,0.0,10.0,gamma,2,6,1,1,-0.00604729989800612,-0.00604729989800612,0.014503049341710428,0.014503049341710428,0.8165481943875271,0.810500894489521,0.8165481943875271,0.810500894489521,0.3492019237448626,0.363704973086573,0.3492019237448626,0.363704973086573
cart,1000,2,2,0.0,10.0,gamma,3,6,1,1,0.0028817847771571703,0.0028817847771571703,-0.0028554396101656554,-0.002855439610165711,0.8285613914033884,0.8314431761805455,0.8285613914033884,0.8314431761805455,0.32849466430467944,0.3256392246945138,0.32849466430467944,0.32563922469451373
cart,1000,2,2,0.0,10.0,gamma,4,6,1,1,0.0066153206898771355,0.0010463191090268609,-0.01822388731354263,-0.0026835296156612065,0.6662387990812813,0.6728541197711584,0.6663206863432328,0.6673670054522597,0.6040573988146571,0.5858335115011145,0.604766895577685,0.6020833659620238
cart,1000,2,2,0.0,10.0,gamma,5,6,1,1,0.0075063507374378835,-0.0001886976360535586,-0.005876121100481413,-0.008399775722441993,0.6734874015080211,0.680993752245459,0.6705346551271271,0.6703459574910735,0.5880558171645018,0.5821796960640204,0.5948027781778475,0.5864030024554056
cart,1000,2,2,0.0,6.0,gamma,1,41,0,0,0.008620599688262676,0.0607356758579084,-0.0014204177926598893,0.007920796009847852,0.5078658753111053,0.516486474999368,0.44278390247692656,0.503519578334835,0.8276449710227057,0.8262245532300458,0.8269418178917567,0.8348626139016045
cart,1000,2,2,0.0,6.0,gamma,2,41,1,1,0.013270219565853059,0.014765676905263314,-0.020300817212816402,-0.02149686131958861,0.6790119264397668,0.6922821460056199,0.676240017646419,0.6910056945516823,0.5783863023330316,0.5580854851202152,0.5812220101196679,0.5597251488000793
cart,1000,2,2,0.0,6.0,gamma,3,41,1,1,0.003015904765878652,0.0037583419548773422,0.00229159436845483,-0.000929656005981272,0.6847089434756992,0.6877248482415779,0.6804037811261981,0.6841621230810755,0.5635518041106741,0.5658433984791289,0.5717445001477892,0.5708148441418079
cart,1000,2,2,0.0,6.0,gamma,4,41,1,1,0.0033686533909669247,0.003349144869020826,-0.0004379859023090349,-0.0005556088611858856,0.6892861286058756,0.6926547819968425,0.6886946048041398,0.6920437496731606,0.5611672807066928,0.5607292948043837,0.5623765705570655,0.5618209616958796
cart,1000,2,2,0.0,6.0,gamma,5,41,1,1,-0.004293785867370059,-0.006146158929895118,0.004725617262277493,0.006231320451657418,0.5891720958433652,0.5848783099759951,0.5837297175011804,0.5775835585712853,0.7023507107672676,0.7070763280295451,0.7192012663798135,0.7254325868314709
cart,1000,2,2,0.0,0.1,gamma,1,61,0,0,0.05194101746330915,0.10522026829643877,0.1080129937634915,0.08014345526329869,0.39824156320679144,0.4501825806701006,0.3642481035968351,0.4694683718932739,0.9906298261288273,1.0986428198923188,0.9692439929846743,1.049387448247973
cart,1000,2,2,0.0,0.1,gamma,2,61,0,0,-0.008686131887076842,0.06505407740137797,-0.1010147611903136,-0.048273057351180704,0.419133554756486,0.41044742286940916,0.31205355786678696,0.37710763526816493,1.1105071194268652,1.0094923582365516,0.9685522196049521,0.9202791622537714
cart,1000,2,2,0.0,0.1,gamma,3,61,0,0,0.0037916040697860143,-0.09107776516877464,-0.025776430250127325,-0.13359406875975122,0.4103222041898938,0.4141138082596798,0.3949447631438658,0.30386699797509115,1.0872391594765987,1.0614627292264713,1.1350665699303277,1.0014725011705765
cart,1000,2,2,0.0,0.1,gamma,4,61,0,0,-0.007968988547493505,0.012769864134547781,-0.04590190546281492,-0.014140224706258309,0.41643679192123956,0.40846780337374605,0.4051644741905188,0.4179343383250666,1.0247577689052791,0.9788558634424642,0.9620190423081147,0.9478788176018564
cart,1000,2,2,0.0,0.1,gamma,5,61,0,0,0.0008467490526866128,-0.09031273165656367,-0.048770607090899754,-0.16970982933013934,0.42570592237719235,0.42655267142987896,0.4628808842285721,0.3725681525720084,1.0657289941979284,1.0169583871070287,1.1035373007158862,0.9338274713857468
cart,1000,10,4,0.0,0.1,gamma,1,58,0,0,0.011726586575806344,0.015502916289746788,0.03539871792138616,0.0318058789610185,0.09727617766376927,0.10900276423957561,0.05857043938323822,0.07407335567298501,2.785563683641366,2.820962401562752,2.8166810301678638,2.8484869091288822
cart,1000,10,4,0.0,0.1,gamma,2,58,0,0,0.012987737667495086,0.03531054236540261,0.07939637988157466,0.13608403201895714,0.08927758537911075,0.10226532304660584,0.029062896943287387,0.06437343930869,2.7578379692882886,2.8372343491698633,2.6433006309024245,2.7793846629213816
cart,1000,10,4,0.0,0.1,gamma,3,58,0,0,0.0018209595846431642,0.02559858179220039,0.0177558004862175,0.031468209918454004,0.09598702891519849,0.09780798849984165,0.051248206754059576,0.07684678854625997,2.80389331142555,2.8216491119117677,2.718025426162605,2.749493636081059
cart,1000,10,4,0.0,0.1,gamma,4,58,0,0,0.02068239513857069,-0.0038337107791909936,0.013380746181709924,0.07554794674844922,0.09575541267446888,0.11643780781303957,0.0687722415070611,0.0649385307278701,2.8126641902607252,2.826044936442435,2.8092485975451456,2.8847965442935948
cart,1000,10,4,0.0,0.1,gamma,5,58,0,0,-0.006001786623888533,0.019470942613973377,-0.005378557710519427,-0.09302055741704152,0.10332582104943132,0.09732403442554279,0.06843497962066086,0.08790592223463424,2.7667608025296357,2.7613822448191163,2.8199788826162386,2.726958325199197
cart,1000,2,2,0.4,10.0,gamma,1,72,1,1,-0.0003918623314587144,-0.0003918623314587144,0.0006023864238411947,0.0006023864238411947,0.8048111083031634,0.8044192459717047,0.8048111083031634,0.8044192459717047,0.3803270141619828,0.380929400585824,0.3803270141619828,0.380929400585824
cart,1000,2,2,0.4,10.0,gamma,2,72,1,1,0.004888371452785978,0.005220430137991339,-0.00552478292189712,-0.005869363003676797,0.8242461201094751,0.829134491562261,0.8239140614242697,0.829134491562261,0.34258703510158023,0.3370622521796831,0.3429316151833599,0.3370622521796831
cart,1000,2,2,0.4,10.0,gamma,3,72,1,1,0.003090623438245843,0.0020313890273133683,-0.006417081504720867,-0.004844995976151567,0.7729992682585871,0.776089891696833,0.7720892024055628,0.7741205914328761,0.4228971748517091,0.4164800933469882,0.4244465334005404,0.4196015374243888
cart,1000,2,2,0.4,10.0,gamma,4,72,1,1,0.0024993083529006865,0.0024993083529006865,-0.005287841848402586,-0.005287841848402586,0.778753787234984,0.7812530955878847,0.778753787234984,0.7812530955878847,0.42653702171873775,0.42124917987033517,0.42653702171873775,0.42124917987033517
cart,1000,2,2,0.4,10.0,gamma,5,72,1,1,0.002146987163460845,0.002146987163460845,-0.0012480231972331612,-0.0012480231972332168,0.7977846021276714,0.7999315892911323,0.7977846021276714,0.7999315892911323,0.39523452780200163,0.3939865046047685,0.39523452780200163,0.3939865046047684
cart,1000,2,3,0.4,2.0,gamma,1,29,0,0,0.026005264105214088,0.07971332426411948,-0.010516656837521676,0.0029019167606439966,0.4071667711271028,0.4331720352323169,0.2935563430287107,0.3732696672928302,0.7372236235955243,0.7267069667580026,0.707839115971136,0.71074103273178
cart,1000,2,3,0.4,2.0,gamma,2,29,0,0,0.0050072572293293205,-0.019134094279805836,-0.00038921479516318414,0.013997249971566705,0.3992512353291092,0.40425849255843854,0.40038641521192675,0.3812523209321209,0.7470886767422483,0.7466994619470851,0.6966979153272992,0.7106951652988659
cart,1000,2,3,0.4,2.0,gamma,3,29,0,0,-0.020470026659364926,0.011591288888749163,-0.018552317853347322,-0.044183161960380524,0.43017086339613336,0.40970083673676844,0.3793174979976055,0.39090878688635466,0.755809707229553,0.7372573893762057,0.7710590572256182,0.7268758952652377
cart,1000,2,3,0.4,2.0,gamma,4,29,0,1,0.0038988857105800023,-0.0059371686625721565,-0.008741165189489641,0.021177425309695797,0.4075382880817224,0.4114371737923024,0.4010563365147326,0.39511916785216045,0.7906508934718595,0.7819097282823698,0.801480788554084,0.8226582138637798
cart,1000,2,3,0.4,2.0,gamma,5,29,0,0,0.0006379305026271154,-0.040537036509103175,-0.005813478617260115,-0.054644160399569874,0.4003104844884863,0.4009484149911134,0.36884726899847886,0.3283102324893757,0.7850014452293917,0.7791879666121316,0.784922014042567,0.7302778536429971
cart,1000,2,3,0.4,0.1,gamma,1,32,1,1,0.0023253982408206197,0.03141631039407,-0.036007814862011545,0.021877622580887768,0.4743118522651547,0.47663725050597533,0.41103352044554414,0.44244983083961414,0.8513773122606213,0.8153694973986098,0.8383480808908121,0.8602257034716999
cart,1000,2,3,0.4,0.1,gamma,2,32,1,1,-0.008036084521652775,0.00031296271382269536,-0.010770734937709414,-0.039437244720937015,0.4796045436006806,0.47156845907902784,0.44213402047281136,0.44244698318663406,0.8336977310069642,0.8229269960692548,0.840049866006524,0.800612621285587
cart,1000,2,3,0.4,0.1,gamma,3,32,0,0,0.018350036819774374,0.008348595580613793,-0.007466880824402167,-0.00225499400075313,0.43323579724953626,0.45158583406931063,0.37688816302000955,0.38523675860062334,0.8779270778197654,0.8704601969953633,0.9224365205580431,0.92018152655729
cart,1000,2,3,0.4,0.1,gamma,4,32,1,0,-0.0017351034233455964,-0.003282529659233979,-0.011926775004107548,-0.08394563104332153,0.4695615890544621,0.4678264856311165,0.42634743293303495,0.423064903273801,0.8558334334424093,0.8439066584383017,0.9070805539912742,0.8231349229479527
cart,1000,2,3,0.4,0.1,gamma,5,32,0,1,0.014888024978632453,-0.06696542452877918,-0.022713822922012183,-0.07745136369000616,0.4369552981767095,0.4518433231553419,0.48108219046148326,0.4141167659327041,0.8446740763083103,0.8219602533862981,0.9125615933294006,0.8351102296393944
cart,1000,10,4,0.4,6.0,gamma,1,69,1,1,-0.018612689062634857,-0.011392310465958289,0.04786202827137842,0.060480375971746714,0.31632173156500504,0.2977090425023702,0.29738766397856614,0.28599535351260785,2.0343783860305313,2.0822404143019098,2.0596619677544967,2.1201423437262434
cart,1000,10,4,0.4,6.0,gamma,2,69,1,1,-0.019962267404291134,-0.01590303287032374,0.1633931974294538,0.0668766065027957,0.29529149627665263,0.2753292288723615,0.28421246665147404,0.2683094337811503,2.050641130654614,2.2140343280840677,2.0600148170036356,2.1268914235064313
cart,1000,10,4,0.4,6.0,gamma,3,69,1,1,-0.040358776471338786,-0.05359736692595524,0.061240037058184926,0.07633436120034665,0.366462735007083,0.3261039585357442,0.3641635007870326,0.31056613386107734,1.7985266969747253,1.8597667340329103,1.819471440240802,1.8958058014411487
cart,1000,10,4,0.4,6.0,gamma,4,69,0,0,-0.0535754729283745,-0.06546789391664556,0.09501428939402468,0.12582875107208746,0.30778849240233047,0.25421301947395597,0.30475716191281765,0.2392892679961721,2.074879216770861,2.1698935061648856,2.0828257449272276,2.208654495999315
cart,1000,10,4,0.4,6.0,gamma,5,69,1,1,-0.016539644841557122,-0.034711408152088064,0.05891966938257709,0.11111554495741993,0.33347727115799014,0.316937626316433,0.31810480362028,0.2833933954681919,1.9417715215127431,2.00069119089532,1.9500814690479995,2.0611970140054194
cart,1000,2,2,0.4,2.0,gamma,1,68,0,1,-0.005402223153428698,-0.021486043933631238,0.031200314209431923,-0.009385828857515932,0.4118003868034724,0.4063981636500437,0.4226293201072447,0.40114327617361345,0.9048386394666144,0.9360389536760463,0.9644650268490842,0.9550791979915683
cart,1000,2,2,0.4,2.0,gamma,2,68,0,1,0.003954024336279172,0.03406660963928709,0.00948234694823391,0.0992445839076761,0.4278114131750309,0.4317654375113101,0.38638263594585787,0.42044924558514496,0.8656128993573302,0.8750952463055641,0.7614650629759718,0.8607096468836479
cart,1000,2,2,0.4,2.0,gamma,3,68,1,1,-0.015123129245677935,-0.010727865518037005,0.004576948520290225,-0.04625057205778982,0.4344096060627095,0.4192864768170316,0.4253942346446283,0.41466636912659127,0.8592009860989329,0.8637779346192231,0.8678922868006502,0.8216417147428604
cart,1000,2,2,0.4,2.0,gamma,4,68,1,1,0.017241623880674184,0.03354369866561241,0.004191061562653364,0.09987249649761076,0.4208570021230993,0.4380986260037735,0.3866957553277171,0.4202394539933295,0.889429282942293,0.8936203445049463,0.7944917632906613,0.894364259788272
cart,1000,2,2,0.4,2.0,gamma,5,68,0,0,-0.02401606335818013,0.003093509575826825,-0.0030219461643277157,-0.012433132854815176,0.4186779718089306,0.3946619084507505,0.38155874758294334,0.38465225715877016,0.9046670117143335,0.9016450655500058,0.7654138416706735,0.7529807088158583
cart,1000,2,2,0.0,2.0,gamma,1,50,1,1,0.020307096964847837,0.026697250605654588,-0.009723656222311083,-0.0038750978519219714,0.4149320098631504,0.4352391068279982,0.4039492903301603,0.4306465409358149,0.900029809221629,0.8903061529993179,0.9014380150936228,0.8975629172417008
cart,1000,2,2,0.0,2.0,gamma,2,50,1,1,0.011750745596029455,0.01083925103451161,-0.009201013263561375,-0.011734915076544672,0.4206715042056606,0.43242224980169003,0.4089910539431729,0.41983030497768453,0.892403561188468,0.8832025479249066,0.9102626738275542,0.8985277587510095
cart,1000,2,2,0.0,2.0,gamma,3,50,0,0,0.014627295607526292,-0.01656449363963608,-0.03163818264614715,-0.05361550413061689,0.3881645575549958,0.4027918531625221,0.38125624622083965,0.36469175258120357,0.9295304969420004,0.8978923142958533,0.9424073216535384,0.8887918175229215
cart,1000,2,2,0.0,2.0,gamma,4,50,1,1,0.02019867864208319,0.03636863309285954,-0.003972678685645881,-0.008396651312439496,0.41328602246997864,0.43348470111206183,0.36506873545957,0.40143736855242956,0.9007543273730386,0.8967816486873927,0.9231345053897723,0.9147378540773328
cart,1000,2,2,0.0,2.0,gamma,5,50,1,1,0.020370830393036,0.008725703394410977,-0.018973209361303645,0.02429637044625843,0.3845844958432339,0.4049553262362699,0.3786987941264813,0.38742449752089225,0.9008149084423993,0.8818416990810957,0.8437557313846505,0.868052101830909
cart,1000,10,4,0.0,10.0,gamma,1,64,1,1,-0.019275984332597362,-0.02097843365163199,0.048536575197765996,0.04869769371824484,0.5288035039544245,0.5095275196218272,0.5288035039544245,0.5078250703027926,1.3740063530929532,1.4225429282907192,1.3740063530929536,1.4227040468111984
cart,1000,10,4,0.0,10.0,gamma,2,64,1,1,-0.03133356851437308,-0.0446111192381603,0.0835604333875466,0.09748872799219344,0.5260920696694701,0.494758501155097,0.5260920696694701,0.4814809504313098,1.4226923453305091,1.5062527787180557,1.4226923453305091,1.5201810733227026
cart,1000,10,4,0.0,10.0,gamma,3,64,1,1,-0.015155463674429048,-0.01618278060678663,0.02425350822610306,0.028898419294473898,0.47507471144056423,0.4599192477661352,0.47485889143929033,0.4586761108325037,1.5388040188843222,1.5630575271104252,1.539501043210678,1.5683994625051518
cart,1000,10,4,0.0,10.0,gamma,4,64,1,1,-0.025436075888501386,-0.03206152298262244,0.06510179602518718,0.07324512429630414,0.5407818172404965,0.5153457413519951,0.5407818172404965,0.508720294257874,1.361437919754993,1.4265397157801802,1.3614379197549928,1.434683044051297
cart,1000,10,4,0.0,10.0,gamma,5,64,1,1,-0.009354992014322994,-0.012605718239057762,0.011770297118864237,0.01931010248656162,0.5304945933045815,0.5211396012902585,0.5304945933045815,0.5178888750655237,1.4098000032494455,1.4215703003683098,1.4098000032494455,1.4291101057360072
cart,1000,10,4,0.0,2.0,gamma,1,54,0,0,0.0029609598032390577,0.020779872206833444,-0.04418558659824656,-0.033791129619515026,0.11280748849589874,0.1157684482991378,0.0676459774775195,0.08842584968435295,2.6740593037917657,2.629873717193519,2.786005721929513,2.752214592309998
cart,1000,10,4,0.0,2.0,gamma,2,54,0,0,0.01630132993732722,0.017493076913659526,-0.024443515632589286,-0.02575565429366211,0.09358659137459237,0.10988792131191959,0.05294345475576203,0.07043653166942156,2.654566550642241,2.630123035009652,2.744978207207554,2.719222552913892
cart,1000,10,4,0.0,2.0,gamma,3,54,0,0,-0.002854745668503522,-0.0005927607742001184,0.05311104977334091,-0.022973982525645642,0.10549885971531311,0.10264411404680959,0.06560842494642191,0.0650156641722218,2.659708427085497,2.712819476858838,2.7044894494094405,2.681515466883795
cart,1000,10,4,0.0,2.0,gamma,4,54,0,0,-0.007465623238128591,-0.015087650637784951,0.004412235442570189,-0.050877689485859356,0.10953772037199513,0.10207209713386654,0.06754527435039187,0.05245762371260692,2.642752625076928,2.6471648605194984,2.696166147912302,2.6452884584264424
cart,1000,10,4,0.0,2.0,gamma,5,54,0,0,0.007467892026234962,0.029795066988577826,-0.005297164241752306,0.04730602281423968,0.11730046983078478,0.12476836185701974,0.05679813155552943,0.08659319854410726,2.6309521118848966,2.6256549476431443,2.7018763111855275,2.749182333999767
cart,1000,10,4,0.4,2.0,gamma,1,66,0,0,0.016619800029058218,0.030670365891181495,-0.036902509528859984,-0.002527427849779329,0.13824845051045678,0.154868250539515,0.08622675665687714,0.11689712254805863,2.4835354009742545,2.4466328914453945,2.5366520281569853,2.534124600307206
cart,1000,10,4,0.4,2.0,gamma,2,66,0,0,0.009426467482159528,-0.008763224250390222,0.012587406230564646,-0.05059774594466804,0.14035694176169655,0.14978340924385608,0.10070463702927832,0.09194141277888809,2.4611892706411087,2.4737766768716734,2.496400865746277,2.445803119801609
cart,1000,10,4,0.4,2.0,gamma,3,66,0,0,-0.0037346556706388395,0.039356650706634466,-0.0030697636847327736,0.20787355200561874,0.126023962943633,0.12228930727299415,0.06988601423496035,0.10924266494159482,2.4312914111140014,2.4282216474292686,2.4322649619577703,2.640138513963389
cart,1000,10,4,0.4,2.0,gamma,4,66,0,0,0.00951851712712054,0.025936528862890162,0.004681962549078378,-0.14534397966050383,0.13710170009880676,0.1466202172259273,0.08805348461873856,0.11399001348162872,2.4223000616842674,2.4269820242333457,2.4860150194451274,2.3406710397846235
cart,1000,10,4,0.4,2.0,gamma,5,66,0,0,-0.020558468184788944,-0.020264133510538324,0.0427016377362226,-0.32681930601379827,0.14534281165194024,0.1247843434671513,0.09319608563255069,0.07293195212201237,2.474648916224906,2.5173505539611285,2.6334079095565857,2.3065886035427874
cart,1000,2,2,0.4,6.0,gamma,1,67,1,1,-0.007337865789066145,-0.002949811201702679,0.012063350961354358,0.011005433054732894,0.6604919759617146,0.6531541101726485,0.6522570431951699,0.6493072319934672,0.5892868305307382,0.6013501814920925,0.585342679043646,0.5963481120983789
cart,1000,2,2,0.4,6.0,gamma,2,67,1,1,0.023152144729511326,0.028367147090164302,-0.029991015290278644,-0.0355440379060693,0.7237859515326588,0.7469380962621701,0.7182333120329044,0.7466004591230687,0.49242314752000976,0.4624321322297311,0.49863832354095317,0.46309428563488386
cart,1000,2,2,0.4,6.0,gamma,3,67,1,1,0.00910024675485921,0.011169027236527684,-0.013043137047844044,-0.016466543127240385,0.725105478129341,0.7342057248842002,0.7229370516074946,0.7341060788440222,0.4953942108163572,0.48235107376851316,0.4992578444536472,0.4827913013264068
cart,1000,2,2,0.4,6.0,gamma,4,67,1,1,-0.012350088887827515,0.0052259684297815134,0.016416127487836718,0.02803359834442054,0.6778619133595185,0.665511824471691,0.6585527779169765,0.663778746346758,0.5638192021951702,0.580235329683007,0.5576727578033287,0.5857063561477492
cart,1000,2,2,0.4,6.0,gamma,5,67,1,1,0.012282251425085655,0.01439773008883316,-0.016769589357091608,-0.018226324892516632,0.7243567930675782,0.7366390444926638,0.7210740516112615,0.7354717817000946,0.4990182960365249,0.4822487066794333,0.5031013901650303,0.4848750652725137
cart,1000,2,2,0.4,0.1,gamma,1,8,1,0,0.004744012111513984,-0.07554143467694929,-0.0525081696729115,-0.11757341151391743,0.4793367179518068,0.4840807300633208,0.44649961015894063,0.37095817548199134,1.0074964327960796,0.9549882631231681,1.030884589611276,0.9133111780973585
cart,1000,2,2,0.4,0.1,gamma,2,8,0,0,-0.01792053287932538,-0.08031261601682266,0.006616484732727468,-0.11740486249734461,0.44316706607514617,0.4252465331958208,0.4355237799243371,0.35521116390751445,0.9725892097381221,0.9792056944708496,1.029752013150433,0.9123471506530884
cart,1000,2,2,0.4,0.1,gamma,3,8,1,1,-0.01033290121918734,0.07614768837366609,-0.0030571473318699027,0.11644965652078865,0.483259525308426,0.47292662408923863,0.428789041753961,0.5049367301276271,0.9959579640722147,0.9929008167403448,0.932981702733436,1.0494313592542246
cart,1000,2,2,0.4,0.1,gamma,4,8,0,0,-0.01751122126700938,-0.05071154311854842,0.0038425272187684323,0.03647161435534885,0.4933040248192002,0.47579280355219083,0.47386500901176987,0.42315346589322145,0.9897633262882829,0.9936058535070513,0.9752995770034422,1.011771191358791
cart,1000,2,2,0.4,0.1,gamma,5,8,0,0,-0.0035679337438628833,-0.05144778931085675,-0.013980053763426925,-0.10034509824338489,0.43909409188850573,0.43552615814464285,0.4405371055730914,0.38908931626223464,0.9454606658355761,0.9314806120721492,0.9645056819758471,0.8641605837324622
cart,1000,2,2,0.0,6.0,gamma,1,42,0,0,0.0004165801624569365,0.03275442783635191,0.007463198639016455,0.009273896608995469,0.5078658753111053,0.5082824554735622,0.44278390247692656,0.47553833031327847,0.8276449710227057,0.8351081696617222,0.8269418178917567,0.8362157145007522
cart,1000,2,2,0.0,6.0,gamma,2,42,1,1,-0.006471548395082571,-0.00478600479608704,0.014987033514572756,0.013270642322398274,0.6790119264397668,0.6725403780446843,0.676240017646419,0.6714540128503319,0.5783863023330316,0.5933733358476043,0.5812220101196679,0.5944926524420662
cart,1000,2,2,0.0,6.0,gamma,3,42,1,1,0.004495840425590147,-0.000544007892700038,-0.008640547965564793,-0.003134283000571725,0.6847089434756992,0.6892047839012894,0.6804037811261981,0.6798597732334981,0.5635518041106741,0.5549112561451093,0.5717445001477892,0.5686102171472175
cart,1000,2,2,0.0,6.0,gamma,4,42,1,1,0.0059660794956097885,0.006081952511256761,-0.012673175055575747,-0.01311617075544047,0.6892861286058756,0.6952522081014854,0.6886946048041398,0.6947765573153966,0.5611672807066928,0.548494105651117,0.5623765705570655,0.549260399801625
